Row_Labels,Burglary,Total_crime
E01003708,15,135
E01003709,32,77
E01003710,20,74
E01003711,18,150
E01003712,18,106
E01003713,20,104
E01003714,19,209
E01003715,20,124
E01003716,26,150
E01003718,21,107
E01003719,36,236
E01003720,36,211
E01003721,11,115
E01003722,25,100
E01003723,27,129
E01003724,22,84
E01003725,15,93
E01003726,29,228
E01003727,17,72
E01003728,29,506
E01003729,12,261
E01003730,7,87
E01003731,27,125
E01003732,18,143
E01003733,33,165
E01003734,20,191
E01003735,18,208
E01003736,14,95
E01003737,47,130
E01003738,40,135
E01003739,22,173
E01003740,42,192
E01003741,17,115
E01003742,15,114
E01003743,23,161
E01003744,11,38
E01003745,11,41
E01003746,34,139
E01003747,10,27
E01003748,20,110
E01003749,16,51
E01003750,32,153
E01003751,44,137
E01003752,43,141
E01003753,20,96
E01003754,30,108
E01003755,31,213
E01003756,37,142
E01003757,36,139
E01003758,29,201
E01003759,20,53
E01003760,39,166
E01003761,7,90
E01003762,20,104
E01003763,54,132
E01003764,23,107
E01003765,35,107
E01003766,18,67
E01003767,21,241
E01003768,21,142
E01003769,21,296
E01003770,30,255
E01003771,25,118
E01003772,25,94
E01003773,31,133
E01003774,32,91
E01003775,23,65
E01003776,16,119
E01003777,23,101
E01003778,31,276
E01003779,16,97
E01003780,19,36
E01003781,29,267
E01003782,12,109
E01003783,37,855
E01003784,12,88
E01003785,18,185
E01003786,20,89
E01003787,11,100
E01003788,26,197
E01003789,29,114
E01003790,36,122
E01003791,36,156
E01003792,15,119
E01003793,17,227
E01003794,28,76
E01003795,39,110
E01003796,30,113
E01003797,20,64
E01003798,16,81
E01003799,24,152
E01003800,16,59
E01003801,19,131
E01003802,1,29
E01003803,10,76
E01003804,12,62
E01003805,17,66
E01003806,24,75
E01003807,21,195
E01003808,18,87
E01003809,20,106
E01003810,14,62
E01003811,18,42
E01003812,9,64
E01003813,9,42
E01003814,6,43
E01003815,25,127
E01003816,29,117
E01003817,16,158
E01003818,14,53
E01003819,17,162
E01003820,14,95
E01003821,14,81
E01003822,18,54
E01003823,26,161
E01003824,18,68
E01003825,15,72
E01003826,11,73
E01003827,30,118
E01003828,21,64
E01003829,28,250
E01003830,24,67
E01003831,17,93
E01003832,9,65
E01003833,11,77
E01003834,38,186
E01003835,11,50
E01003836,9,62
E01003837,12,67
E01003838,18,89
E01003839,16,89
E01003840,26,85
E01003841,16,147
E01003842,11,87
E01003843,28,104
E01003844,18,99
E01003845,27,74
E01003846,21,78
E01003847,32,135
E01003848,32,96
E01003849,20,65
E01003851,25,104
E01003852,24,88
E01003853,21,79
E01003854,18,107
E01003855,18,124
E01003856,14,59
E01003857,11,67
E01003858,17,100
E01003859,8,61
E01003860,35,184
E01003861,37,106
E01003862,7,76
E01003863,13,103
E01003864,27,119
E01003865,23,94
E01003866,8,53
E01003867,13,107
E01003868,7,75
E01003869,12,72
E01003870,16,97
E01003871,19,94
E01003872,36,86
E01003873,16,81
E01003874,9,67
E01003875,34,84
E01003876,58,891
E01003877,8,37
E01003878,13,108
E01003879,9,55
E01003880,16,49
E01003881,11,53
E01003882,13,81
E01003883,7,74
E01003884,15,70
E01003885,16,73
E01003886,19,109
E01003887,15,112
E01003888,28,193
E01003889,22,71
E01003890,14,35
E01003891,16,62
E01003892,23,45
E01003893,18,81
E01003894,12,61
E01003895,15,83
E01003896,29,303
E01003897,16,169
E01003898,19,81
E01003899,8,41
E01003900,26,96
E01003901,13,37
E01003902,18,62
E01003903,27,124
E01003904,8,57
E01003905,24,91
E01003906,17,101
E01003907,20,101
E01003908,19,78
E01003909,19,126
E01003910,13,39
E01003911,9,142
E01003912,7,93
E01003913,33,340
E01003914,14,157
E01003915,24,151
E01003916,26,269
E01003917,18,151
E01003918,12,145
E01003919,22,222
E01003920,10,159
E01003921,26,527
E01003922,40,290
E01003923,26,166
E01003924,16,179
E01003925,7,94
E01003926,13,123
E01003927,46,710
E01003929,44,940
E01003930,14,180
E01003932,26,427
E01003933,23,245
E01003934,22,460
E01003935,7,238
E01003936,10,86
E01003937,25,249
E01003938,23,121
E01003939,55,653
E01003940,15,83
E01003941,15,176
E01003942,8,131
E01003943,12,106
E01003945,37,151
E01003946,16,175
E01003947,11,108
E01003948,31,269
E01003949,26,128
E01003950,13,104
E01003951,29,170
E01003952,26,200
E01003953,38,216
E01003954,7,54
E01003955,11,74
E01003956,19,90
E01003957,18,76
E01003958,30,134
E01003960,22,142
E01003961,22,205
E01003963,17,185
E01003964,37,366
E01003966,34,271
E01003967,12,105
E01003968,10,107
E01003969,57,496
E01003970,24,127
E01003971,15,151
E01003972,11,149
E01003973,31,254
E01003974,13,77
E01003975,13,128
E01003976,11,185
E01003977,12,168
E01003978,17,159
E01003979,9,169
E01003980,34,311
E01003981,16,367
E01003983,14,195
E01003984,29,406
E01003986,20,183
E01003987,11,110
E01003988,38,400
E01003989,23,265
E01003990,23,212
E01003991,7,85
E01003992,9,79
E01003993,25,107
E01003994,30,332
E01003995,27,129
E01003997,31,173
E01003998,15,131
E01003999,9,77
E01004000,16,126
E01004001,13,128
E01004002,13,88
E01004003,23,203
E01004004,22,214
E01004005,27,317
E01004006,21,165
E01004007,1,76
E01004008,16,204
E01004010,23,421
E01004011,14,161
E01004012,18,183
E01004013,11,234
E01004014,3,114
E01004015,20,130
E01004016,22,161
E01004017,28,88
E01004018,18,111
E01004019,17,106
E01004020,8,106
E01004021,21,176
E01004022,29,238
E01004023,23,242
E01004024,21,198
E01004027,33,893
E01004028,3,120
E01004029,18,119
E01004030,20,133
E01004031,27,504
E01004032,32,98
E01004033,7,118
E01004034,7,145
E01004035,15,159
E01004036,20,165
E01004037,39,194
E01004038,27,198
E01004039,25,139
E01004040,35,343
E01004041,15,79
E01004042,23,320
E01004043,20,124
E01004044,4,93
E01004045,7,76
E01004046,28,124
E01004047,9,125
E01004048,19,191
E01004049,6,79
E01004050,19,89
E01004051,14,77
E01004052,30,142
E01004053,16,140
E01004054,29,95
E01004055,4,56
E01004056,25,127
E01004057,25,100
E01004058,38,119
E01004059,34,248
E01004060,12,168
E01004061,24,202
E01004062,39,350
E01004063,32,198
E01004064,18,167
E01004065,16,101
E01004066,22,188
E01004067,35,796
E01004068,16,168
E01004069,30,154
E01004070,24,133
E01004071,10,96
E01004072,33,109
E01004073,24,121
E01004074,27,167
E01004075,33,156
E01004076,28,308
E01004077,19,70
E01004078,7,109
E01004079,17,46
E01004080,16,43
E01004081,7,52
E01004082,21,45
E01004083,11,76
E01004084,8,48
E01004085,21,76
E01004086,44,162
E01004087,27,61
E01004088,18,132
E01004089,5,79
E01004090,12,90
E01004091,7,34
E01004092,9,29
E01004093,2,32
E01004094,3,47
E01004095,7,28
E01004096,17,51
E01004097,9,34
E01004098,14,39
E01004099,22,133
E01004100,9,130
E01004101,10,46
E01004102,28,135
E01004103,11,77
E01004104,11,58
E01004105,19,74
E01004106,2,30
E01004107,11,56
E01004108,16,71
E01004109,10,86
E01004110,13,138
E01004111,13,96
E01004112,9,67
E01004114,15,41
E01004115,11,76
E01004116,5,34
E01004117,13,29
E01004118,17,99
E01004119,14,157
E01004120,4,35
E01004121,21,108
E01004122,11,38
E01004123,23,196
E01004124,6,85
E01004125,5,70
E01004126,13,76
E01004127,6,99
E01004128,9,125
E01004129,26,154
E01004130,13,197
E01004131,15,90
E01004132,11,43
E01004133,19,51
E01004134,18,86
E01004135,9,57
E01004136,11,50
E01004137,5,150
E01004138,12,96
E01004139,7,60
E01004140,5,190
E01004141,12,60
E01004142,33,1310
E01004143,5,55
E01004144,7,65
E01004145,21,103
E01004146,16,148
E01004147,9,67
E01004148,12,107
E01004149,8,62
E01004150,12,71
E01004151,13,60
E01004152,15,144
E01004153,15,61
E01004154,9,25
E01004155,34,66
E01004156,12,106
E01004157,6,32
E01004158,8,46
E01004159,9,53
E01004160,11,51
E01004161,7,41
E01004162,8,68
E01004163,10,53
E01004164,13,146
E01004165,13,121
E01004166,22,71
E01004167,4,87
E01004168,11,97
E01004169,17,55
E01004170,19,162
E01004171,12,65
E01004172,19,115
E01004173,10,44
E01004174,18,68
E01004175,13,66
E01004176,13,76
E01004177,13,90
E01004178,44,329
E01004179,8,41
E01004180,20,66
E01004181,9,64
E01004182,19,99
E01004183,11,145
E01004184,8,79
E01004185,39,150
E01004186,17,98
E01004187,9,68
E01004188,21,130
E01004189,18,111
E01004190,10,33
E01004191,13,85
E01004192,10,73
E01004193,14,78
E01004194,11,59
E01004195,2,86
E01004196,7,38
E01004197,47,330
E01004198,21,178
E01004199,11,109
E01004200,29,129
E01004201,18,145
E01004202,24,165
E01004203,23,423
E01004204,12,108
E01004205,13,182
E01004206,23,162
E01004207,12,144
E01004208,27,683
E01004209,10,99
E01004211,18,325
E01004212,25,210
E01004214,5,80
E01004215,15,281
E01004216,8,64
E01004217,21,157
E01004218,19,80
E01004219,15,171
E01004221,14,116
E01004222,32,191
E01004223,33,235
E01004224,12,221
E01004225,32,189
E01004226,15,140
E01004228,41,154
E01004229,21,136
E01004230,19,206
E01004231,5,211
E01004232,38,281
E01004233,12,103
E01004234,35,523
E01004235,12,75
E01004236,24,154
E01004237,17,114
E01004238,73,253
E01004239,16,139
E01004240,11,84
E01004241,8,108
E01004242,28,210
E01004243,11,124
E01004244,22,251
E01004245,17,116
E01004246,21,201
E01004247,18,224
E01004248,19,109
E01004249,24,162
E01004250,14,165
E01004251,27,159
E01004252,19,249
E01004253,12,155
E01004254,50,213
E01004255,8,130
E01004256,1,117
E01004257,8,133
E01004258,13,98
E01004259,11,285
E01004260,15,130
E01004261,28,254
E01004262,12,239
E01004263,13,94
E01004264,11,89
E01004266,17,85
E01004267,28,244
E01004268,10,104
E01004269,17,271
E01004270,43,350
E01004271,13,151
E01004272,13,153
E01004273,12,204
E01004274,8,82
E01004275,10,90
E01004276,12,35
E01004277,18,474
E01004280,9,71
E01004281,22,82
E01004283,22,133
E01004284,26,113
E01004285,14,168
E01004286,21,222
E01004287,17,147
E01004288,15,150
E01004289,20,135
E01004290,23,213
E01004291,27,104
E01004292,17,92
E01004293,38,332
E01004294,35,328
E01004295,4,85
E01004296,19,82
E01004297,24,110
E01004298,14,135
E01004300,14,78
E01004301,9,123
E01004302,12,126
E01004303,16,171
E01004304,15,169
E01004305,14,155
E01004306,22,496
E01004307,58,1281
E01004308,18,128
E01004309,46,652
E01004310,25,245
E01004311,24,190
E01004312,17,112
E01004313,22,222
E01004314,31,203
E01004315,24,433
E01004316,17,169
E01004317,58,832
E01004318,19,228
E01004319,8,128
E01004321,40,270
E01004322,17,377
E01004323,18,195
E01004324,9,98
E01004325,59,427
E01004326,23,245
E01004327,25,116
E01004328,18,145
E01004329,26,135
E01004330,9,79
E01004331,13,131
E01004332,20,188
E01004333,18,126
E01004334,7,91
E01004335,14,124
E01004336,22,159
E01004337,22,114
E01004338,10,98
E01004339,13,107
E01004340,16,149
E01004341,25,192
E01004342,38,232
E01004343,18,69
E01004344,34,210
E01004345,16,118
E01004346,33,110
E01004347,28,187
E01004348,30,294
E01004349,25,122
E01004350,18,144
E01004351,16,69
E01004352,16,120
E01004353,15,81
E01004354,23,212
E01004355,19,111
E01004356,31,104
E01004357,17,90
E01004358,25,105
E01004359,22,94
E01004360,16,48
E01004361,16,58
E01004362,32,140
E01004363,18,279
E01004364,25,192
E01004365,34,302
E01004366,20,162
E01004367,14,210
E01004368,22,129
E01004369,15,86
E01004370,13,140
E01004371,3,75
E01004372,3,69
E01004373,9,95
E01004374,12,107
E01004375,14,136
E01004376,22,116
E01004377,34,127
E01004378,34,133
E01004379,19,70
E01004380,20,90
E01004381,26,165
E01004382,6,58
E01004383,38,79
E01004384,23,180
E01004385,19,129
E01004386,26,69
E01004387,11,46
E01004388,19,143
E01004389,35,150
E01004390,20,81
E01004391,31,180
E01004392,55,729
E01004393,19,129
E01004394,18,164
E01004395,34,120
E01004396,14,116
E01004397,74,1221
E01004398,18,120
E01004399,19,125
E01004400,26,144
E01004401,38,180
E01004402,18,104
E01004403,23,192
E01004404,21,156
E01004405,14,149
E01004406,30,218
E01004407,46,210
E01004408,30,128
E01004409,28,199
E01004410,45,228
E01004411,29,196
E01004412,47,228
E01004413,27,120
E01004414,24,189
E01004415,15,87
E01004416,29,139
E01004417,31,176
E01004418,15,74
E01004419,21,127
E01004420,37,399
E01004421,14,126
E01004422,69,343
E01004423,19,142
E01004424,22,207
E01004425,31,175
E01004426,11,92
E01004427,22,160
E01004428,13,121
E01004429,12,151
E01004430,42,539
E01004432,20,180
E01004434,26,161
E01004435,17,181
E01004436,19,195
E01004437,25,133
E01004438,36,474
E01004439,20,110
E01004440,30,307
E01004441,23,98
E01004442,15,95
E01004443,18,167
E01004444,41,309
E01004445,16,138
E01004446,24,152
E01004447,16,133
E01004448,41,210
E01004449,17,162
E01004450,25,73
E01004451,21,89
E01004452,30,232
E01004453,31,149
E01004454,16,100
E01004455,15,709
E01004456,16,190
E01004457,21,161
E01004458,21,162
E01004459,12,92
E01004460,31,205
E01004461,35,175
E01004462,21,173
E01004463,27,140
E01004464,29,201
E01004465,17,83
E01004466,23,127
E01004467,34,233
E01004468,38,180
E01004469,14,102
E01004470,26,151
E01004471,16,91
E01004472,19,99
E01004473,29,93
E01004474,49,521
E01004475,30,78
E01004476,23,179
E01004477,11,71
E01004478,9,44
E01004479,14,81
E01004480,43,101
E01004481,30,156
E01004482,23,104
E01004483,21,117
E01004484,21,70
E01004485,20,145
E01004486,21,100
E01004487,10,60
E01004488,18,91
E01004489,15,81
E01004490,11,67
E01004491,10,72
E01004492,12,104
E01004493,18,162
E01004494,29,165
E01004495,9,149
E01004496,37,184
E01004497,13,82
E01004498,12,79
E01004499,22,73
E01004500,11,65
E01004501,12,83
E01004502,20,69
E01004503,23,84
E01004504,12,34
E01004505,18,59
E01004506,36,134
E01004507,17,109
E01004508,40,174
E01004509,17,395
E01004510,43,130
E01004511,19,96
E01004512,16,72
E01004513,8,196
E01004514,15,165
E01004515,12,70
E01004516,15,78
E01004517,35,134
E01004518,9,69
E01004519,10,69
E01004520,3,44
E01004521,20,91
E01004522,19,101
E01004523,15,92
E01004524,10,77
E01004525,32,741
E01004526,20,96
E01004527,17,79
E01004528,9,97
E01004529,24,124
E01004530,23,104
E01004531,9,69
E01004532,15,64
E01004533,5,58
E01004534,25,173
E01004535,4,87
E01004536,16,160
E01004537,10,140
E01004538,10,88
E01004539,11,159
E01004540,20,233
E01004541,8,146
E01004542,17,83
E01004543,24,117
E01004544,10,78
E01004545,22,163
E01004546,9,56
E01004547,11,63
E01004548,27,225
E01004549,22,82
E01004550,12,64
E01004551,52,564
E01004552,47,412
E01004553,19,86
E01004554,22,71
E01004555,16,80
E01004556,19,64
E01004557,16,87
E01004558,14,64
E01004559,8,64
E01004560,22,202
E01004562,16,371
E01004563,9,149
E01004564,17,137
E01004565,6,109
E01004566,20,114
E01004567,4,114
E01004568,15,127
E01004569,19,205
E01004570,7,95
E01004571,14,121
E01004572,10,158
E01004573,12,166
E01004574,18,144
E01004575,3,59
E01004576,19,126
E01004577,18,131
E01004579,18,116
E01004580,15,146
E01004581,9,77
E01004582,15,96
E01004583,10,214
E01004584,1,92
E01004585,24,164
E01004586,10,75
E01004587,17,93
E01004588,26,337
E01004589,15,70
E01004590,16,136
E01004591,31,171
E01004592,8,80
E01004593,11,94
E01004594,9,36
E01004595,14,112
E01004596,11,68
E01004597,5,53
E01004598,9,58
E01004599,9,46
E01004600,14,522
E01004601,20,172
E01004602,18,112
E01004604,20,77
E01004605,20,99
E01004606,26,157
E01004607,16,98
E01004608,19,131
E01004609,34,641
E01004610,21,89
E01004611,25,104
E01004612,30,162
E01004613,25,207
E01004614,32,141
E01004615,18,113
E01004616,36,147
E01004617,33,371
E01004618,15,74
E01004619,14,92
E01004620,21,64
E01004621,25,99
E01004622,15,63
E01004623,12,75
E01004624,32,101
E01004625,18,55
E01004626,22,142
E01004627,14,80
E01004628,14,80
E01004629,12,75
E01004630,6,84
E01004631,6,88
E01004632,8,42
E01004633,5,48
E01004634,16,89
E01004635,15,60
E01004636,6,53
E01004637,6,41
E01004638,30,78
E01004639,17,104
E01004640,13,52
E01004641,15,90
E01004642,7,64
E01004643,9,93
E01004644,28,193
E01004645,10,102
E01004646,11,94
E01004647,10,98
E01004648,17,142
E01004649,12,113
E01004650,7,91
E01004651,4,43
E01004652,21,187
E01004653,28,218
E01004654,54,284
E01004656,31,184
E01004657,43,470
E01004658,40,1070
E01004659,21,154
E01004660,20,292
E01004661,40,367
E01004662,24,174
E01004663,24,210
E01004665,4,60
E01004666,7,720
E01004667,4,70
E01004668,6,58
E01004669,6,90
E01004670,13,151
E01004674,10,166
E01004675,18,232
E01004676,10,113
E01004677,23,106
E01004678,20,123
E01004679,8,269
E01004680,20,134
E01004681,46,191
E01004682,31,323
E01004683,23,97
E01004684,16,192
E01004686,10,165
E01004687,20,113
E01004688,24,304
E01004689,24,1071
E01004690,18,147
E01004691,28,372
E01004692,5,91
E01004693,33,107
E01004694,44,274
E01004695,20,499
E01004696,15,82
E01004697,21,97
E01004698,43,328
E01004699,51,683
E01004700,26,102
E01004701,8,71
E01004702,19,378
E01004703,23,190
E01004705,19,85
E01004706,10,102
E01004707,16,95
E01004708,16,135
E01004709,14,175
E01004710,9,172
E01004711,5,86
E01004712,41,367
E01004713,36,273
E01004714,70,2315
E01004715,36,387
E01004716,22,136
E01004717,20,384
E01004718,3,131
E01004719,10,139
E01004720,6,145
E01004721,6,205
E01004722,14,176
E01004723,11,179
E01004724,19,169
E01004725,6,114
E01004726,14,111
E01004727,13,367
E01004728,6,53
E01004729,0,47
E01004730,6,81
E01004731,57,1008
E01004732,16,142
E01004733,22,742
E01004734,125,7508
E01004735,116,2473
E01004736,115,4576
E01004737,5,50
E01004738,8,76
E01004739,3,28
E01004740,13,138
E01004741,9,85
E01004742,19,64
E01004743,5,71
E01004744,17,138
E01004745,9,180
E01004746,6,55
E01004747,16,225
E01004748,21,305
E01004749,45,421
E01004750,29,820
E01004751,15,87
E01004752,9,51
E01004753,12,99
E01004754,5,101
E01004755,10,248
E01004756,11,124
E01004757,14,167
E01004760,10,112
E01004761,109,1912
E01004762,41,1864
E01004763,192,6000
E01004765,132,2001
E01032512,7,225
E01032513,6,108
E01032562,25,120
E01032563,18,81
E01032564,18,101
E01032565,14,102
E01032566,10,118
E01032567,9,58
E01032568,9,264
E01032569,22,120
E01032570,26,101
E01032572,18,137
E01032573,20,336
E01032574,35,282
E01032575,31,146
E01032576,21,61
E01032577,13,99
E01032579,19,266
E01032580,38,227
E01032581,28,170
E01032582,34,867
E01032583,20,230
E01032584,19,176
E01032623,10,39
E01032637,13,67
E01032638,5,35
E01032639,7,296
E01032640,6,99
E01032646,22,251
E01032719,25,141
E01032720,27,778
E01032722,44,391
E01032741,16,862
E01032742,13,233
E01032743,9,89
E01032744,18,331
E01032764,29,267
E01032765,11,90
E01032766,12,123
E01032767,15,136
E01032768,10,42
E01032769,23,142
E01032770,6,27
E01032771,10,462
E01032772,3,68
E01032773,4,28
E01032774,8,73
E01032775,5,17
E01032776,8,65
E01032777,10,81
E01032778,23,172
E01032779,3,16
E01032780,10,77
E01032781,6,58
E01032782,4,78
E01032783,6,62
E01032784,8,89
E01032785,11,63
E01032786,4,110
E01032787,16,178
E01032788,11,109
E01032789,3,22
E01032790,7,61
E01032803,12,65
E01032805,26,391
E01032834,4,66
E01033000,5,133
E01033030,2,305
E01033081,13,111
E01033082,11,124
E01033083,12,929
E01033084,31,320
E01033085,12,115
E01033086,2,70
E01033093,33,134
E01033098,6,60
E01033099,9,94
E01033100,17,120
E01033101,7,81
E01033132,7,110
E01033133,12,45
E01033135,8,53
E01033146,7,75
E01033148,19,99
E01033150,26,110
E01033151,12,119
E01033153,19,183
E01033207,29,395
E01033208,8,153
E01033320,16,114
E01033322,8,71
E01033324,24,131
E01033325,3,33
E01033327,48,1009
E01033341,22,227
E01033424,11,592
E01033455,20,263
E01033456,16,243
E01033457,25,213
E01033463,29,124
E01033464,36,157
E01033485,18,265
E01033486,10,105
E01033487,9,38
E01033488,12,147
E01033489,40,251
E01033490,49,337
E01033491,45,403
E01033492,9,65
E01033493,3,75
E01033494,16,106
E01033568,10,51
E01033569,13,154
E01033570,15,129
E01033571,15,97
E01033572,30,120
E01033573,12,162
E01033574,11,44
E01033575,11,70
E01033576,18,121
E01033577,27,118
E01033578,17,90
E01033579,9,89
E01033580,31,116
E01033581,21,245
E01033582,10,60
E01033583,40,961
E01033584,5,97
E01033585,42,332
E01033586,17,184
E01033587,22,483
E01033588,10,110
E01033589,17,582
E01033590,10,69
E01033591,34,300
E01033592,20,61
E01033593,11,159
E01033594,82,743
E01033595,251,6724
E01033596,67,2225
E01033597,3,45
E01033598,9,127
E01033599,1,61
E01033600,10,72
E01033601,9,126
E01033602,5,146
E01033603,21,130
E01033604,9,256
E01033605,31,180
E01033606,11,76
E01033607,19,150
E01033608,9,101
E01033698,5,50
E01033699,30,833
E01033700,20,388
E01033701,14,135
E01033702,3,65
E01033703,17,128
E01033704,41,496
E01033705,5,99
E01033706,54,1232
E01033707,22,194
E01033708,143,2439
E01033709,30,144
E01033710,9,80
E01033711,32,155
E01033712,42,423
E01033713,13,126
E01033724,79,325
E01033725,45,299
E01033726,44,301
E01033727,44,244
E01033728,20,101
E01033729,18,177
E01033730,17,201
E01033731,26,341
E01033732,4,29
E01033733,8,99
E01033734,2,69
E01033735,34,548
E01033736,2,37
E01033737,28,461
E01033738,10,245
E01033739,2,68
E01033740,12,93
E01033741,19,207
E01033742,5,57
E01033743,6,261
E01033744,12,87
E01033745,10,120
E01033746,20,82