LSOAs,House_median_Prices
E01004590,400250
E01004591,381000
E01004592,485000
E01004604,1062000
E01004605,750000
E01004606,510000
E01004607,888475
E01004608,506800
E01004535,168000
E01004537,211250
E01004538,259500
E01004541,230000
E01004534,581250
E01004536,238000
E01004552,393750
E01004585,490080
E01004588,510000
E01004554,580000
E01004556,889000
E01004586,430000
E01004587,585000
E01004589,619975
E01004509,335000
E01004511,460000
E01004602,421000
E01004609,475000
E01033093,505000
E01033135,497500
E01004506,412000
E01004638,950000
E01004639,332500
E01004640,371000
E01004641,421500
E01004508,400000
E01004510,382500
E01004514,639500
E01004515,305000
E01004551,410000
E01004568,143000
E01004574,196000
E01004575,225000
E01004576,282500
E01004500,412500
E01004501,375000
E01004503,341000
E01004505,352400
E01004507,324000
E01004553,475000
E01004557,568750
E01004558,840001
E01004559,955000
E01004619,331000
E01004572,400000
E01004642,374000
E01004643,287500
E01004644,361750
E01004645,220000
E01004477,1038000
E01004478,1100000
E01004479,705000
E01004550,750000
E01004555,950000
E01004494,289950
E01004513,284700
E01004600,260000
E01004601,298500
E01004493,333250
E01004512,797500
E01004620,458750
E01004621,382000
E01004623,647500
E01004627,475000
E01004499,422500
E01004502,590000
E01004504,475050
E01004594,630000
E01004596,627526
E01004629,510000
E01004472,510000
E01004474,376250
E01004476,435000
E01004542,782500
E01004544,835500
E01004628,370000
E01004630,230000
E01004631,232500
E01004633,212000
E01004569,301250
E01004570,112000
E01004571,220000
E01004573,235000
E01004495,299950
E01004496,370000
E01004497,468500
E01004622,260000
E01004624,347500
E01004593,410500
E01004595,335000
E01004597,450000
E01004598,377500
E01004599,651923
E01004473,445000
E01004475,387500
E01004480,407750
E01004483,283500
E01004484,373000
E01004486,335000
E01004543,587000
E01004545,242500
E01004546,426638
E01004549,345000
E01004625,1250000
E01004626,352250
E01004632,295000
E01004634,269750
E01004635,250000
E01004636,447500
E01004637,276500
E01004481,287000
E01004488,397625
E01004547,604000
E01004548,239000
E01004482,410000
E01004485,399950
E01004487,377500
E01004489,353510
E01004490,386500
E01004491,213750
E01004492,395000
E01004498,398000
E01004532,300000
E01004611,460000
E01004612,338500
E01004618,479000
E01004531,300000
E01004533,265000
E01004610,342500
E01004613,245000
E01004614,249950
E01004615,305000
E01004616,249975
E01004617,317500
E01004525,274000
E01004526,250000
E01004527,312500
E01004528,217000
E01004529,255000
E01004530,250000
E01004516,437000
E01004518,316750
E01004519,266000
E01004520,290000
E01004523,400000
E01004517,249950
E01004521,250000
E01004522,240000
E01004524,160000
E01004647,655000
E01004649,1385000
E01004724,420000
E01004730,752500
E01004646,1050000
E01004648,499950
E01004650,950000
E01004710,315000
E01004711,352500
E01004651,473000
E01004725,435000
E01004726,625000
E01004728,482500
E01004729,381500
E01004718,429250
E01004719,470000
E01004720,498500
E01004721,277500
E01004722,352500
E01004674,320000
E01004675,330000
E01004677,408750
E01004678,337500
E01004679,307500
E01004723,305000
E01004676,405000
E01004706,645000
E01004707,707500
E01004708,440000
E01004756,420000
E01004701,595000
E01004703,797500
E01004705,715000
E01004709,517500
E01033600,968000
E01033608,517500
E01004659,531225
E01004660,745000
E01004712,813750
E01004727,625000
E01004670,377500
E01004702,295000
E01033598,390000
E01033601,490000
E01033602,310000
E01033603,404250
E01033604,195000
E01033605,295000
E01004754,340000
E01004755,355000
E01004757,497000
E01032512,432500
E01032513,340000
E01004713,825000
E01004714,815000
E01004716,650000
E01004717,680000
E01004762,973500
E01004657,1025000
E01004658,525000
E01004661,799950
E01004662,727500
E01004663,785000
E01004715,335000
E01004763,434000
E01004765,1000000
E01033595,760000
E01033596,1135000
E01004653,757500
E01004654,675000
E01004656,620000
E01004760,532500
E01033606,485000
E01033607,455000
E01004680,660000
E01004683,790000
E01004684,620000
E01004686,412500
E01033593,673000
E01033594,840000
E01004681,625000
E01004682,712500
E01004694,890000
E01004697,649975
E01004700,740000
E01004652,442500
E01004693,907500
E01004695,640000
E01004696,395000
E01004698,492475
E01004699,650000
E01004734,532500
E01004735,650000
E01004736,728900
E01004761,1553878
E01004687,1650000
E01004688,1250000
E01004689,2410000
E01004690,2090000
E01004691,1521100
E01004692,1735500
E01004731,767500
E01004732,425000
E01004733,715000
E01004744,627500
E01004748,978500
E01004740,384000
E01004743,684000
E01004745,550000
E01004746,305000
E01004747,610000
E01004742,540000
E01004749,680000
E01004751,957500
E01004752,493125
E01004753,451250
E01004666,375000
E01004667,435000
E01004668,612000
E01004750,592500
E01033597,897500
E01033599,641000
E01004665,325000
E01004669,320000
E01004737,1019975
E01004738,540000
E01004739,499950
E01004741,457500
E01000027,182500
E01000028,150000
E01000029,231000
E01000030,176500
E01000031,223750
E01000032,216000
E01000110,212000
E01000111,174000
E01000112,185000
E01000113,204500
E01000034,172500
E01000037,205000
E01000038,205000
E01000039,192500
E01000063,163500
E01000100,160500
E01000101,159500
E01000109,167500
E01000114,180000
E01000033,172000
E01000060,158000
E01000061,116500
E01000062,163000
E01000064,142500
E01000065,158750
E01000078,155748
E01000080,158750
E01000081,169000
E01000082,155000
E01000083,169000
E01000102,160000
E01000021,160000
E01000022,165000
E01000023,179995
E01000024,169500
E01000025,160500
E01000077,167250
E01000015,150000
E01000016,159995
E01000017,167500
E01000018,162000
E01000079,146000
E01000035,180000
E01000036,202500
E01000107,175000
E01000108,190000
E01000066,259748
E01000067,250000
E01000069,298000
E01000070,250000
E01000071,249995
E01000057,152500
E01000073,155000
E01000074,152000
E01000075,181500
E01000076,151000
E01000013,161000
E01000014,160000
E01000059,150998
E01000084,151000
E01000085,147750
E01000086,160000
E01000103,167500
E01000104,134925
E01000105,154500
E01000106,105000
E01000007,212000
E01000008,140000
E01000010,151475
E01000012,170000
E01000006,240500
E01000009,226500
E01000011,214000
E01000044,183000
E01000068,260000
E01000041,160000
E01000042,153500
E01000045,139500
E01000046,158000
E01000072,172750
E01000054,159500
E01000055,152000
E01000056,155000
E01000058,168000
E01000095,159750
E01000040,173000
E01000043,225000
E01000050,188500
E01000052,149500
E01000092,175000
E01000053,112000
E01000087,160000
E01000088,159000
E01000089,150000
E01000090,150000
E01000048,129000
E01000049,135000
E01000051,137000
E01033587,135000
E01033588,156000
E01000091,171250
E01000093,178500
E01000094,160000
E01000096,165000
E01000019,170000
E01000020,155000
E01000097,196500
E01000098,207000
E01000099,205000
E01032580,176500
E01000248,320000
E01000249,489000
E01000250,327500
E01000254,406250
E01000292,295000
E01000293,420000
E01000167,225000
E01000246,330000
E01000247,250000
E01000251,212250
E01000252,287000
E01000166,326000
E01000168,407500
E01000169,275000
E01000172,352498
E01000285,250000
E01000287,268750
E01000288,345000
E01000289,235000
E01000291,277475
E01000294,347325
E01000267,375000
E01000268,226450
E01000269,344500
E01000270,248475
E01000170,249000
E01000171,200000
E01000173,372500
E01000174,270000
E01000175,348500
E01000228,493000
E01000253,1100000
E01000279,700000
E01000280,830000
E01000286,245000
E01000290,437500
E01000271,340000
E01000272,870000
E01000273,320000
E01000281,225000
E01000282,450000
E01000115,457000
E01000116,340000
E01000119,434500
E01000120,505000
E01000122,365500
E01000117,319000
E01000118,355000
E01000121,302000
E01000123,277500
E01000124,265000
E01000265,220000
E01000266,609000
E01000274,291725
E01000320,462500
E01000322,233000
E01000275,330000
E01000277,299375
E01000283,705000
E01000284,295000
E01000321,293750
E01000195,175000
E01000229,312500
E01000230,322500
E01000231,205000
E01000232,421750
E01000233,331000
E01000186,486250
E01000187,395000
E01000188,592500
E01000189,271500
E01000190,465000
E01000191,499950
E01000158,258250
E01000159,495000
E01000160,310000
E01000161,250000
E01000162,378000
E01000324,405000
E01000256,323500
E01000258,420000
E01000263,760000
E01000264,290000
E01000255,326500
E01000257,265000
E01000261,552500
E01000262,390000
E01000192,307500
E01000193,420000
E01000194,319500
E01000226,218000
E01000227,350000
E01000299,220000
E01000300,317500
E01000302,250000
E01000317,286000
E01000318,405000
E01000323,220000
E01000276,572500
E01000278,605000
E01000301,495000
E01000303,600000
E01000304,273000
E01000130,232000
E01000132,230000
E01000133,236250
E01000234,415000
E01000235,286000
E01000156,307500
E01000157,207000
E01000163,171000
E01000164,261500
E01000165,369000
E01000315,285000
E01000197,400000
E01000295,515000
E01000296,273000
E01000298,304900
E01000125,221000
E01000127,232500
E01000128,245000
E01000129,228500
E01000131,248750
E01000134,230500
E01000198,482500
E01000199,472500
E01000204,340000
E01000259,365000
E01000260,286250
E01000126,219000
E01000151,200000
E01000152,174500
E01000153,228750
E01000154,215000
E01000176,321000
E01000178,509000
E01000184,225000
E01000297,266000
E01000316,250000
E01000319,290000
E01000196,323750
E01000200,318000
E01000201,1170000
E01000202,352500
E01000203,377500
E01000177,340000
E01000179,315000
E01000180,332500
E01000181,685000
E01000182,514000
E01000185,202000
E01000147,322000
E01000148,213250
E01000155,209000
E01033572,287450
E01033573,275500
E01000239,235000
E01000240,350000
E01000241,340000
E01000309,331000
E01000237,340000
E01000242,554975
E01000243,239000
E01000244,315000
E01000245,325000
E01000314,335000
E01000183,337500
E01000206,3175000
E01000207,1205000
E01000208,570000
E01000210,352500
E01000213,2193750
E01000236,310000
E01000238,375000
E01000310,392125
E01000311,655000
E01000205,575000
E01000209,665000
E01000211,342500
E01000212,600000
E01000216,648000
E01000217,650400
E01000150,224000
E01000305,250000
E01000306,330000
E01000308,250000
E01000312,245000
E01000313,250000
E01000145,580000
E01000215,390000
E01000218,543000
E01000219,601000
E01000220,425000
E01000225,465000
E01000135,440000
E01000136,1265000
E01000144,835000
E01000146,450000
E01000214,407000
E01000141,235000
E01000221,161000
E01000223,300000
E01000307,280000
E01000138,430000
E01000142,213750
E01000222,362000
E01000224,410250
E01000137,335000
E01000139,328250
E01000140,413500
E01000143,243750
E01000466,90500
E01000467,115250
E01000468,166500
E01000469,147000
E01000416,166000
E01000418,168500
E01000422,.
E01000464,110000
E01000465,82000
E01000470,119500
E01000333,155000
E01000335,161000
E01000336,122500
E01000337,155000
E01000338,170000
E01000403,195000
E01000404,128998
E01000405,158500
E01000408,159975
E01000332,148000
E01000402,210000
E01000406,145000
E01000407,161250
E01000334,227500
E01000417,247000
E01000419,226250
E01000420,222500
E01000442,241933
E01000437,220000
E01000438,180000
E01000439,181475
E01000440,238532
E01000441,166250
E01000373,140000
E01000429,99500
E01000430,170000
E01000431,165000
E01000432,167500
E01000433,171500
E01000434,145000
E01000356,250000
E01000357,259000
E01000359,250000
E01000421,250000
E01000450,212500
E01000451,191000
E01000452,221250
E01000367,177000
E01000368,173248
E01000372,180000
E01000380,116000
E01000435,162500
E01000353,280500
E01000354,215000
E01000355,237498
E01000358,234500
E01000436,250000
E01000401,198000
E01000453,221500
E01000454,210000
E01000455,235000
E01000456,220000
E01000325,262500
E01000326,177500
E01000369,208000
E01000370,230000
E01000371,209112
E01000360,212500
E01000362,189500
E01000365,194998
E01000366,233500
E01000394,237500
E01000388,237500
E01000392,210000
E01000409,225000
E01000411,234000
E01000414,189995
E01000415,294000
E01000327,265000
E01000328,249500
E01000329,227500
E01000330,197500
E01000331,225000
E01000340,225500
E01000395,299000
E01000396,237500
E01000410,219000
E01000412,225000
E01000413,214000
E01000374,172000
E01000375,175000
E01000376,190000
E01000377,157500
E01000378,186000
E01000379,195500
E01000348,329000
E01000349,250000
E01000361,220000
E01000363,250000
E01000389,275000
E01000390,208000
E01000393,221500
E01000346,201000
E01000347,210000
E01000350,288750
E01000352,168975
E01000391,207000
E01000341,212500
E01000342,215000
E01000343,245000
E01000345,241500
E01000460,355000
E01000364,336000
E01000444,360000
E01000447,275000
E01000448,386250
E01000449,303250
E01000351,248500
E01000443,230000
E01000445,293000
E01000446,215000
E01000461,350000
E01000339,265000
E01000344,246000
E01000423,304998
E01000425,312500
E01000463,270000
E01000424,203750
E01000426,223113
E01000427,210000
E01000457,170000
E01000462,184500
E01000382,330000
E01000384,193498
E01000387,250000
E01000428,202000
E01000458,290000
E01000459,197500
E01000381,187500
E01000383,271600
E01000385,187500
E01000386,171500
E01000398,195500
E01000399,240000
E01000400,221250
E01032566,170000
E01000587,340000
E01000589,320000
E01000590,332500
E01000592,382475
E01000593,297500
E01000594,240000
E01000513,334000
E01000514,275000
E01000516,281000
E01000520,189000
E01000588,300500
E01000515,190000
E01000517,410000
E01000543,325000
E01000591,297500
E01033463,340000
E01000536,530000
E01000538,515000
E01000539,390000
E01000540,300000
E01000541,330000
E01000518,338000
E01000519,282500
E01000623,398500
E01000624,304000
E01000629,298000
E01000480,460000
E01000484,244000
E01000485,270000
E01000486,365000
E01000487,298750
E01000572,380000
E01000573,325000
E01000574,285000
E01000575,320000
E01000577,202000
E01000562,530000
E01000563,499975
E01000566,367000
E01000568,300000
E01000569,375000
E01000479,550000
E01000481,215000
E01000482,243500
E01000483,180000
E01000625,250000
E01000498,305000
E01000622,154500
E01000626,261250
E01033464,301500
E01000497,300000
E01000499,332000
E01000501,228000
E01000502,240000
E01000503,401500
E01000570,285000
E01000571,411000
E01000576,355000
E01000578,248000
E01000564,240000
E01000565,350000
E01000607,258500
E01000608,268500
E01000613,230000
E01000506,235000
E01000509,326000
E01000510,229000
E01000511,447000
E01000627,249000
E01000628,350000
E01000553,285000
E01000554,290000
E01000555,645000
E01000556,300000
E01000557,264500
E01000558,580000
E01000567,220500
E01000606,259000
E01000609,265000
E01000611,257475
E01000615,145000
E01000617,262250
E01000618,287500
E01000619,270000
E01033424,240000
E01033457,367500
E01000504,328750
E01000505,555000
E01000507,380000
E01000512,480000
E01000559,324000
E01000610,182500
E01000612,230000
E01000631,262500
E01000633,310000
E01000634,230500
E01000616,243000
E01000620,282500
E01000621,271000
E01000635,245000
E01000636,249950
E01000596,245000
E01000601,225000
E01000602,235000
E01000603,198750
E01000604,237500
E01000605,.
E01000488,797500
E01000637,245000
E01000639,289950
E01000642,249000
E01000644,312500
E01000490,366250
E01000494,266000
E01000495,330762
E01000560,402916
E01000561,352500
E01000638,217000
E01000640,240000
E01000641,215000
E01000643,278000
E01000508,206000
E01000521,223000
E01000522,218000
E01000526,216500
E01000527,226500
E01000528,245750
E01000471,249000
E01000474,223000
E01000476,270000
E01000477,270000
E01000630,250000
E01000595,180000
E01000599,150750
E01000600,180000
E01033456,230000
E01000545,366475
E01000546,353800
E01000547,295000
E01000548,320500
E01000549,430000
E01000472,206000
E01000473,198000
E01000475,250000
E01000478,281500
E01000632,237000
E01000489,311250
E01000491,375000
E01000492,692500
E01000493,580000
E01000581,374975
E01000523,249975
E01000524,207500
E01000525,210000
E01000533,210000
E01000535,320000
E01033455,269000
E01033485,283784
E01000579,343000
E01000580,499950
E01000582,952000
E01000583,460000
E01000586,302500
E01000530,380000
E01000531,346000
E01000532,435000
E01000534,345000
E01000584,580000
E01000585,374975
E01000544,243000
E01000550,327500
E01000551,245000
E01000552,339250
E01000779,185000
E01000780,213750
E01000781,175000
E01000782,179000
E01000783,175500
E01000785,185500
E01000689,247950
E01000690,300000
E01000691,299950
E01000692,295000
E01000784,285000
E01000799,285000
E01000802,250000
E01000803,250000
E01000804,387500
E01000805,255000
E01000740,172000
E01000741,194745
E01000742,182750
E01000745,235000
E01000746,250000
E01000709,200000
E01000710,203500
E01000711,242975
E01000714,281000
E01000718,187250
E01000645,596000
E01000649,462500
E01000694,508900
E01000695,415000
E01000696,525000
E01000697,295000
E01000674,230750
E01000676,199975
E01000820,245500
E01000822,250000
E01000823,240000
E01000824,198000
E01000825,228000
E01000743,159000
E01000744,160000
E01000796,200000
E01000798,262500
E01000800,171000
E01000806,220000
E01000693,417500
E01000698,660250
E01000736,238000
E01000737,193500
E01000672,265000
E01000673,292500
E01000716,276000
E01000717,221500
E01000828,270000
E01000712,250000
E01000713,245500
E01000715,278250
E01000770,392000
E01000772,349995
E01000700,240000
E01000702,275000
E01000703,270000
E01000706,173750
E01000797,268288
E01000729,183750
E01000730,190000
E01000735,193000
E01000738,198250
E01000739,172000
E01000699,212250
E01000701,250000
E01000704,269000
E01000705,238000
E01000801,162000
E01000646,232500
E01000647,247498
E01000648,285000
E01000653,507500
E01000678,344000
E01000670,468000
E01000675,397500
E01000677,250000
E01000762,255000
E01000829,270000
E01000719,160000
E01000720,153500
E01000721,159000
E01000724,183500
E01000728,188000
E01000651,276475
E01000668,287500
E01000669,250000
E01000671,248750
E01000679,250000
E01000826,569950
E01000827,237500
E01000830,725000
E01000831,266250
E01000833,490000
E01000650,575000
E01000652,388750
E01000807,468000
E01000809,355000
E01000722,209995
E01000725,172250
E01000731,199000
E01000732,284000
E01000733,235000
E01000769,342250
E01000773,385000
E01000775,358500
E01000777,327500
E01000778,270000
E01000808,431250
E01000810,460000
E01000811,370000
E01000813,300753
E01000815,565000
E01000661,352495
E01000662,259000
E01000663,257000
E01000664,272500
E01000763,365000
E01000764,275000
E01000766,385000
E01000767,362500
E01000834,385000
E01000727,234400
E01000734,245000
E01000790,210000
E01000812,374500
E01000814,500000
E01000723,245000
E01000726,195500
E01000787,203500
E01000788,225998
E01000791,267500
E01000832,397500
E01000835,310500
E01000836,367500
E01000837,286000
E01000838,362616
E01000839,413266
E01000840,455000
E01000841,307500
E01000753,257500
E01000754,250000
E01000755,415000
E01000757,362500
E01000758,327525
E01000786,307500
E01000789,160750
E01000792,250000
E01000793,365000
E01000795,280000
E01000665,320000
E01000666,435000
E01000667,925000
E01000756,375500
E01000759,355000
E01000760,315000
E01000761,352500
E01000765,330000
E01000768,213750
E01000681,260000
E01000682,250000
E01000683,230000
E01000684,323500
E01000794,380000
E01000749,315000
E01000750,250000
E01000751,285000
E01000752,267000
E01000680,490000
E01000685,262500
E01000686,410000
E01000687,297998
E01000688,652500
E01000654,229125
E01000655,232000
E01000656,248000
E01000657,205000
E01000659,247500
E01000816,249998
E01000818,300000
E01000819,230000
E01032562,183000
E01032563,370000
E01000707,377500
E01000708,290000
E01000771,350000
E01000774,315000
E01032568,235000
E01000658,292500
E01000747,385000
E01000748,361500
E01032570,270000
E01001137,202500
E01001138,182500
E01001156,218500
E01001162,242500
E01001164,246875
E01001084,375000
E01001157,365000
E01001159,295000
E01001160,292500
E01001163,203000
E01001083,300000
E01001086,272500
E01001087,200000
E01001161,235000
E01001085,272475
E01001088,242500
E01001089,238750
E01001090,200000
E01001091,170000
E01001147,185000
E01001148,181250
E01001151,187500
E01001152,198000
E01001158,200000
E01001146,202500
E01001149,185000
E01001150,245000
E01001153,211000
E01001154,160000
E01001136,140000
E01001139,165000
E01001140,160000
E01001142,300050
E01001144,180000
E01001141,205000
E01001143,175000
E01001145,135000
E01001191,184000
E01001192,170000
E01000994,227500
E01000995,240000
E01000996,220000
E01000997,218750
E01000999,190000
E01001002,208250
E01000998,140000
E01001000,268500
E01001003,186000
E01001111,181100
E01001155,136500
E01001174,247750
E01001175,189500
E01001176,225000
E01001182,249000
E01001183,150000
E01001184,242500
E01001001,164250
E01001109,165000
E01001112,145250
E01001113,143000
E01001114,183750
E01001116,165000
E01000992,240000
E01001185,183500
E01001186,210000
E01001188,180000
E01001193,209500
E01001004,180000
E01001115,159000
E01001117,172500
E01001178,140000
E01001181,122500
E01001006,170000
E01001007,210000
E01001177,205000
E01001179,196938
E01001180,180000
E01000980,207500
E01000981,215000
E01000982,204000
E01000983,231250
E01001187,189975
E01000989,275000
E01000991,300000
E01001131,225000
E01001132,280000
E01001134,248500
E01001005,193500
E01001008,172500
E01001009,202500
E01001010,185000
E01001011,187500
E01001012,245000
E01001013,162000
E01001048,172500
E01001110,200000
E01001118,166500
E01000985,287500
E01000986,272500
E01000987,280000
E01000993,250000
E01000975,232500
E01000976,202000
E01000977,170000
E01000978,177500
E01000979,237475
E01000984,209000
E01001044,266000
E01001046,193500
E01001049,380000
E01001050,213000
E01001014,167995
E01001042,204000
E01001165,225500
E01001166,173000
E01001168,176000
E01001127,330000
E01001128,233800
E01001130,123000
E01001135,317000
E01001062,380400
E01001063,242500
E01001064,310000
E01001129,340000
E01001133,265000
E01001035,185500
E01001043,185000
E01001045,203000
E01001047,224750
E01001170,161000
E01001167,230000
E01001169,225000
E01001171,232000
E01001172,212750
E01001173,188000
E01001036,277500
E01001037,208000
E01001038,170000
E01001039,435000
E01001040,220000
E01001051,163000
E01001052,158000
E01001054,163000
E01001056,162000
E01001057,.
E01001033,239500
E01001034,195000
E01001041,210000
E01001095,220000
E01001100,330000
E01001053,163000
E01001055,105000
E01001077,215000
E01001078,182500
E01001082,189000
E01001120,248975
E01001122,388000
E01001123,345000
E01001124,425000
E01001125,300750
E01001058,213250
E01001059,160000
E01001060,185000
E01001061,153000
E01001065,169000
E01001066,197500
E01001119,244000
E01001126,242500
E01001032,425000
E01001101,377500
E01001102,322500
E01001107,415000
E01001108,357500
E01001076,198250
E01001079,185000
E01001080,172735
E01001081,169000
E01001073,248000
E01001092,364000
E01001093,212500
E01001096,402500
E01001097,196000
E01001098,417000
E01001028,575000
E01001029,430000
E01001030,427500
E01001031,447500
E01001094,768912
E01001103,342250
E01001105,256500
E01001106,282500
E01001121,360000
E01001069,262500
E01001070,249950
E01001075,239000
E01001099,248000
E01001015,355000
E01001016,239000
E01001023,190000
E01001067,380000
E01001074,242500
E01001068,360000
E01001071,267500
E01001072,535000
E01001104,297500
E01001017,395000
E01001024,220000
E01001025,267500
E01001026,249000
E01001027,482500
E01001018,303500
E01001019,355250
E01001020,250000
E01001021,212500
E01001022,270000
E01000990,198250
E01001189,185000
E01001190,198000
E01001194,204500
E01032569,225000
E01001269,255000
E01001271,250000
E01001309,265000
E01001310,249975
E01001311,250000
E01001307,275000
E01001308,320000
E01001312,250000
E01001313,290000
E01001314,272000
E01001315,233000
E01001316,190000
E01001317,168000
E01001318,182000
E01001320,192498
E01001321,240000
E01001270,250000
E01001319,250000
E01001322,279250
E01001323,180000
E01001341,270000
E01001342,273000
E01001343,287500
E01001345,250000
E01001265,237386
E01001266,315000
E01001267,197000
E01001272,312500
E01001349,282500
E01001344,202500
E01001346,252500
E01001347,266250
E01001348,266000
E01001257,230000
E01001324,184250
E01001326,185500
E01001330,138500
E01001332,162000
E01001325,250000
E01001327,250000
E01001328,193500
E01001329,177500
E01001331,124000
E01001258,250000
E01001262,167500
E01001263,224500
E01001264,240000
E01032743,151000
E01032744,203750
E01001276,260000
E01001277,250000
E01001278,250000
E01001280,282500
E01001218,172000
E01001260,227500
E01001261,240000
E01001268,292500
E01001209,540000
E01001211,286000
E01001279,585000
E01001281,515000
E01001217,250000
E01001259,209000
E01001291,257000
E01001292,277500
E01001293,245000
E01001196,225000
E01001238,200000
E01001239,225000
E01001246,291000
E01001247,419500
E01001210,266000
E01001282,250000
E01001283,246000
E01001285,270000
E01001286,275000
E01001287,277500
E01001294,231000
E01001295,248975
E01001296,250000
E01001297,159000
E01001298,265000
E01001204,412500
E01001205,247500
E01001206,495000
E01001207,295000
E01001208,499500
E01001212,363000
E01001222,270000
E01001224,360000
E01001226,305000
E01001227,670000
E01001228,366000
E01001221,280000
E01001223,298500
E01001225,484975
E01001235,301500
E01001236,395000
E01001273,500000
E01001274,540000
E01001275,337500
E01001195,376250
E01001197,308500
E01001198,480000
E01001199,300000
E01001284,343475
E01001288,374500
E01001289,270000
E01001290,291500
E01001213,207000
E01001214,250000
E01001215,250000
E01001216,229500
E01001361,157500
E01001240,363500
E01001241,332500
E01001242,550000
E01001243,246250
E01001244,235000
E01001245,335000
E01001200,435000
E01001201,682500
E01001202,290000
E01001203,290000
E01001351,260000
E01001359,220000
E01001360,240500
E01001362,228000
E01001363,229000
E01001364,175000
E01001365,248000
E01001231,355000
E01001234,299950
E01001350,545000
E01001352,384000
E01001354,412000
E01001249,314500
E01001250,221000
E01001255,408000
E01001383,403000
E01001388,402000
E01001389,280000
E01001219,170000
E01001220,150000
E01001334,167000
E01001337,282500
E01001338,165000
E01001339,227500
E01001340,150000
E01001251,348500
E01001252,284075
E01001253,372500
E01001254,344000
E01001229,250000
E01001230,394000
E01001232,345975
E01001233,360000
E01001237,458750
E01001386,535000
E01001303,460000
E01001382,622500
E01001384,420000
E01001385,459750
E01001387,300000
E01001353,293500
E01001355,296000
E01001356,194950
E01001357,123000
E01001358,253750
E01001375,705000
E01001377,1100000
E01001379,765000
E01001381,372000
E01001248,340250
E01001299,488750
E01001305,486000
E01001306,425975
E01001366,200000
E01001367,287000
E01001368,280000
E01001370,240000
E01001371,225500
E01001372,192500
E01001373,203750
E01001333,245000
E01001335,177000
E01001336,315000
E01001369,167500
E01001300,535000
E01001301,296500
E01001302,462500
E01001304,308000
E01001374,540000
E01001376,323250
E01001380,530000
E01032572,490000
E01001444,228500
E01001446,172500
E01001546,225000
E01001552,241000
E01001442,194000
E01001545,163500
E01001547,227500
E01001548,200000
E01001551,230000
E01001445,160000
E01001447,195000
E01001448,212500
E01001449,200000
E01033148,182500
E01033150,157000
E01001408,250000
E01001411,289000
E01001412,369995
E01001413,340500
E01001414,191500
E01001407,237000
E01001409,178000
E01001410,123000
E01001516,249000
E01001537,195000
E01001439,181498
E01001441,216000
E01001517,175000
E01001549,147500
E01001550,228000
E01001433,207000
E01001434,235000
E01001435,199000
E01001436,242500
E01001438,243500
E01001469,250000
E01001536,320000
E01001540,197500
E01001541,290750
E01001542,193750
E01001538,307500
E01001539,275000
E01001543,323000
E01001544,355000
E01001457,225000
E01001468,244250
E01001471,220000
E01001472,226250
E01001474,275000
E01001415,250000
E01001417,1047500
E01001418,452750
E01001422,1335000
E01001440,210000
E01001504,212000
E01001505,208500
E01001507,160000
E01001508,195000
E01001513,202500
E01001416,477000
E01001470,400000
E01001473,440000
E01001475,457500
E01001437,220000
E01001506,211500
E01001509,142500
E01001510,.
E01001405,226000
E01001406,211000
E01001450,210000
E01001512,222500
E01001515,180000
E01001401,310000
E01001478,230000
