LSOAs,House_median_Prices
E01001484,235000
E01001511,240000
E01001514,220000
E01001518,265000
E01001451,320000
E01001452,635000
E01001453,465000
E01001454,297500
E01001476,183000
E01001477,208000
E01001481,232500
E01001502,230000
E01001503,218998
E01001520,280000
E01001522,248000
E01001523,292500
E01001524,465000
E01001526,270000
E01001419,250000
E01001420,297500
E01001421,245000
E01001519,222000
E01001525,301250
E01001398,379000
E01001399,308000
E01001400,393750
E01001402,317000
E01001403,277500
E01001455,363750
E01001456,547500
E01001564,370000
E01001567,557000
E01001568,625000
E01001569,332000
E01001479,205000
E01001482,226000
E01001487,202000
E01001489,213500
E01001491,210000
E01001459,219250
E01001460,183000
E01001462,156500
E01001480,247000
E01001488,208500
E01001483,118750
E01001485,188000
E01001486,152500
E01001492,220000
E01033146,227500
E01033151,131000
E01001404,352500
E01001493,294500
E01001494,300750
E01001496,366250
E01001570,380500
E01001423,247000
E01001425,182000
E01001428,235000
E01001461,240000
E01001464,250000
E01001521,365000
E01001531,472250
E01001532,530000
E01001533,524950
E01001535,680000
E01001495,248750
E01001498,257500
E01001563,203500
E01001565,335000
E01001566,274000
E01001424,175000
E01001426,177000
E01001427,228750
E01001429,129125
E01001430,177000
E01001463,225500
E01001465,238000
E01001466,185000
E01001467,210000
E01001497,265000
E01001499,305000
E01001392,335500
E01001528,187500
E01001529,165000
E01001530,295000
E01001534,418750
E01001431,118500
E01001432,192000
E01001555,204000
E01001557,201000
E01001558,190500
E01001559,180000
E01001394,259500
E01001395,207500
E01001397,217500
E01001500,371000
E01001556,284000
E01001560,230000
E01001390,304000
E01001391,357000
E01001393,230000
E01001396,249998
E01001501,235000
E01001527,272500
E01001458,135000
E01001553,185000
E01001554,106250
E01001562,123750
E01032574,212750
E01001690,157500
E01001692,157000
E01001693,170000
E01001694,149250
E01001687,150500
E01001688,161000
E01033739,147500
E01033740,167000
E01033741,161250
E01033743,207500
E01033745,166500
E01001575,161000
E01001576,162000
E01001577,153500
E01001578,156000
E01001579,173000
E01001709,129500
E01001711,120000
E01001712,88500
E01033731,228000
E01033734,253000
E01033735,151500
E01033736,275000
E01033737,215000
E01001705,81500
E01001706,108000
E01001708,316500
E01001710,163000
E01001713,.
E01001672,168500
E01001673,167000
E01001674,190750
E01001675,178750
E01001677,175000
E01001631,140000
E01001632,168000
E01001635,175000
E01001636,202500
E01033742,190000
E01033744,158750
E01001571,188000
E01001572,177000
E01001573,189250
E01001574,157000
E01001629,175000
E01001633,186500
E01001634,142500
E01001637,215000
E01001695,192000
E01001696,170000
E01001697,200000
E01001700,161500
E01001703,153000
E01001704,220000
E01001588,250000
E01001589,223000
E01001591,225250
E01001595,247500
E01001590,333500
E01001592,250000
E01001593,350000
E01001594,180000
E01001698,133000
E01001699,117000
E01001701,189000
E01001702,152000
E01001581,350000
E01001585,390000
E01001586,217000
E01001587,377500
E01001678,190000
E01001683,225000
E01001684,205000
E01001685,168000
E01001646,196225
E01001650,237500
E01001651,192500
E01001652,303500
E01001679,214995
E01001680,276250
E01001681,190000
E01001682,231500
E01001686,180000
E01001580,442500
E01001582,310000
E01001583,280000
E01001584,415000
E01001645,183000
E01001647,270000
E01001648,236250
E01001649,200000
E01001605,257500
E01001606,250000
E01001610,224750
E01001611,233500
E01001620,220500
E01001621,235000
E01001623,215000
E01001624,243250
E01001625,185000
E01001604,341000
E01001607,292000
E01001608,418000
E01001609,268000
E01001613,200000
E01001614,350000
E01001615,183500
E01001617,216000
E01001653,153000
E01001654,189500
E01001655,155250
E01001660,280000
E01001661,177475
E01001618,238750
E01001619,215500
E01033729,178000
E01001597,250000
E01001598,287500
E01001602,222500
E01001603,195000
E01001596,281246
E01001599,276000
E01001600,256000
E01001601,287000
E01001669,177000
E01001671,162100
E01001676,192500
E01032567,180900
E01001656,438675
E01001657,453000
E01001658,190000
E01001659,375000
E01033726,225000
E01001640,250000
E01033727,275000
E01033728,309500
E01033730,305000
E01001666,260000
E01001667,223000
E01001668,275000
E01033732,222000
E01033733,312500
E01001662,373000
E01001664,472500
E01001665,395000
E01033738,282500
E01001638,177500
E01001641,485000
E01001642,787500
E01001644,267500
E01033746,466500
E01002112,670000
E01002114,295000
E01002225,477228
E01002226,330000
E01002113,316500
E01002115,330000
E01002116,350000
E01002117,300000
E01002118,257500
E01002227,250000
E01002228,477650
E01002229,333000
E01002230,332500
E01002144,405500
E01002146,451000
E01002147,518500
E01002149,524000
E01002140,275000
E01002141,320000
E01002142,250000
E01002143,249000
E01002145,320000
E01002139,213000
E01002148,441250
E01002150,253975
E01002151,232500
E01002152,484975
E01002119,250000
E01002120,179950
E01002121,305000
E01002122,275000
E01002123,319000
E01002106,321500
E01002108,365000
E01002109,497000
E01002110,461250
E01002111,307500
E01002185,246000
E01002186,271750
E01002187,489000
E01002190,568000
E01002124,270000
E01002125,295000
E01002198,285000
E01002200,291000
E01002203,250000
E01002232,265000
E01002233,235000
E01002234,250000
E01002235,280000
E01002236,250000
E01002107,335000
E01002197,350000
E01002199,330000
E01002201,340000
E01002202,190000
E01002179,284500
E01002180,194975
E01002183,267500
E01002184,215000
E01002231,257500
E01002154,353500
E01002156,387500
E01002162,265000
E01002163,402500
E01002188,800000
E01002189,795000
E01002192,470000
E01002193,455000
E01002165,300000
E01002166,290000
E01002167,216000
E01002168,240000
E01002169,302500
E01002153,380000
E01002155,325500
E01002157,361250
E01002158,452500
E01002128,250000
E01002130,213250
E01002181,235000
E01002182,229000
E01002159,335000
E01002160,216250
E01002161,349950
E01002164,239000
E01002191,356000
E01002194,500000
E01002195,390000
E01002196,393000
E01002126,227500
E01002127,300000
E01002129,255050
E01002131,340000
E01002237,246000
E01002238,316400
E01002240,321000
E01002242,364750
E01002208,445000
E01002209,410000
E01002239,321500
E01002241,285000
E01002133,249000
E01002136,305000
E01002138,257500
E01002213,202500
E01002211,231000
E01002212,192000
E01002216,292225
E01002217,222750
E01002132,325000
E01002134,312500
E01002135,282500
E01002137,336500
E01002218,195000
E01002219,222000
E01002221,290000
E01002222,308000
E01002214,285000
E01002215,240250
E01002220,299500
E01002223,250000
E01002224,269000
E01002204,264000
E01002206,275000
E01002207,295000
E01002210,296000
E01032576,318000
E01002170,303500
E01002171,327250
E01002172,270000
E01002173,355000
E01002174,355000
E01002175,285500
E01002176,408000
E01002177,310000
E01002178,280000
E01002276,260000
E01002278,167500
E01002312,188000
E01002313,175000
E01002277,168000
E01002279,169995
E01002281,137000
E01002283,172000
E01002299,179750
E01002301,227250
E01002303,172500
E01002304,295000
E01002306,145500
E01002307,197500
E01002280,138000
E01002282,161000
E01002284,157000
E01002297,125000
E01002314,152500
E01002316,150000
E01002302,235000
E01002305,197000
E01002308,223000
E01002326,195000
E01002331,196000
E01002309,170250
E01002310,158500
E01002311,178000
E01002315,172000
E01002293,217498
E01002294,246500
E01002296,247500
E01002298,211500
E01002300,218500
E01002333,275000
E01002334,298500
E01002336,230000
E01002339,355000
E01002341,250000
E01002327,193500
E01002328,210000
E01002332,200000
E01002335,210000
E01002338,227500
E01002340,239998
E01002268,275000
E01002269,249998
E01002295,216000
E01002377,223750
E01002378,246500
E01002383,245000
E01002244,205000
E01002245,182500
E01002325,196950
E01002329,215000
E01002330,199000
E01002337,510000
E01002354,295000
E01002376,380000
E01002379,344500
E01002380,168000
E01002381,320000
E01002243,199000
E01002353,172000
E01002356,150000
E01032741,128000
E01032742,169250
E01002272,249999
E01002274,274500
E01002317,416500
E01002318,289750
E01002355,289500
E01002382,244000
E01002270,803500
E01002271,560000
E01002273,450000
E01002275,403500
E01002319,237000
E01002350,185000
E01002351,210000
E01002352,193500
E01002358,207250
E01002246,210000
E01002247,190500
E01002248,171500
E01002249,215000
E01002250,211275
E01002251,211000
E01002252,210000
E01002256,260000
E01002258,178750
E01002259,241000
E01002391,285000
E01002253,340000
E01002254,355000
E01002257,372500
E01002384,328000
E01002359,200000
E01002360,170000
E01002361,180000
E01002363,308500
E01002367,264500
E01002320,240000
E01002321,245000
E01002322,213000
E01002323,232000
E01002324,217750
E01002255,225000
E01002289,265000
E01002292,247498
E01002362,285000
E01002386,226250
E01002287,222500
E01002291,255000
E01002364,278000
E01002365,200000
E01002366,200000
E01002385,345000
E01002387,440000
E01002388,425000
E01002389,425000
E01002390,437500
E01002265,195500
E01002285,250000
E01002286,250000
E01002288,250000
E01002290,250000
E01002260,225000
E01002261,205000
E01002262,200000
E01002263,245000
E01002264,155000
E01002266,209250
E01002267,198748
E01002372,204500
E01002373,195500
E01002374,203750
E01002368,176500
E01002369,203000
E01002370,185000
E01002371,185000
E01002375,181500
E01002343,225000
E01002344,219498
E01002348,215500
E01002349,240000
E01002342,175000
E01002345,170300
E01002346,169250
E01002347,207500
E01002473,885000
E01002475,409200
E01002476,625000
E01002477,338500
E01002482,521250
E01002472,248500
E01002474,250000
E01002478,315000
E01002483,355000
E01002484,280000
E01002485,246000
E01002438,382500
E01002439,250000
E01002440,227000
E01002441,218750
E01002442,210000
E01002433,249999
E01002436,300500
E01002479,308500
E01002480,365000
E01002481,278000
E01002533,260000
E01002534,440000
E01002538,240500
E01002539,430000
E01002418,316000
E01002419,333475
E01002431,442475
E01002432,407475
E01002437,500000
E01002430,600000
E01002434,535000
E01002435,550500
E01002470,300000
E01002535,280500
E01002416,312000
E01002417,370000
E01002420,308750
E01002421,332000
E01002471,270000
E01002465,208000
E01002467,328750
E01002494,250000
E01002536,230000
E01002537,500000
E01002415,275000
E01002466,275000
E01002468,273475
E01002469,319000
E01002495,250000
E01002458,485000
E01002459,460000
E01002460,380500
E01002462,375000
E01002464,334000
E01002461,325000
E01002463,457500
E01002512,317500
E01002513,411500
E01002516,367000
E01002450,249975
E01002451,302000
E01002452,287000
E01002453,238000
E01002454,230000
E01002414,232500
E01002514,222950
E01002515,201000
E01033725,230000
E01002520,215000
E01002521,175000
E01002523,247000
E01033724,232500
E01002410,265000
E01002412,250000
E01002456,229250
E01002509,417500
E01002511,260000
E01002422,248475
E01002423,265500
E01002424,214750
E01002425,164500
E01002427,242500
E01002428,248000
E01002408,165000
E01002409,245000
E01002429,216000
E01002455,250000
E01002457,260000
E01002392,200000
E01002393,210000
E01002540,165000
E01002542,220000
E01002543,225000
E01002394,246250
E01002395,242000
E01002397,224000
E01002398,250000
E01002399,230000
E01002426,206250
E01002411,230000
E01002413,226000
E01002518,217500
E01002519,157000
E01002550,136500
E01002554,194475
E01002541,211000
E01002544,236500
E01002545,231000
E01002546,236500
E01002547,245000
E01002400,248000
E01002401,201500
E01002402,206500
E01002403,218500
E01002404,159500
E01002548,225000
E01002549,250000
E01002551,249950
E01002552,249000
E01002553,226000
E01002396,250000
E01002501,295000
E01002502,239000
E01002505,150000
E01002508,235250
E01002405,210000
E01002406,250000
E01002503,230500
E01002504,284995
E01002506,155000
E01002507,262000
E01002486,227500
E01002487,247500
E01002526,223000
E01002528,210000
E01002532,179777
E01002445,225000
E01002525,240000
E01002529,226000
E01002530,212500
E01002531,280000
E01002407,160000
E01002488,252500
E01002489,245000
E01002490,245000
E01002492,244975
E01002444,250000
E01002446,248140
E01002447,289230
E01002527,225500
E01002443,205500
E01002448,199950
E01002449,170000
E01002491,230000
E01002493,190000
E01002496,240000
E01002497,250000
E01002498,310000
E01002499,216000
E01032577,280625
E01002569,585000
E01002570,873000
E01002573,1145000
E01002574,538613
E01002575,695000
E01002562,425000
E01002564,301250
E01002566,342500
E01002568,235000
E01033081,270000
E01033082,249999
E01002620,167500
E01002625,343750
E01002626,355000
E01002627,186500
E01002631,192500
E01002633,226500
E01002634,232500
E01002637,170000
E01002638,246750
E01002563,448750
E01002565,288000
E01002567,250000
E01002684,317500
E01002686,262500
E01002571,650000
E01002572,352000
E01002577,512500
E01002578,872500
E01002689,663750
E01002690,512500
E01002576,496500
E01002579,362500
E01002580,485500
E01002581,322500
E01002582,701500
E01002675,453000
E01002678,350000
E01002679,345250
E01002680,274950
E01002619,286000
E01002622,287000
E01002632,293500
E01002635,178500
E01002636,291000
E01002618,310000
E01002621,243000
E01002623,285000
E01002628,230000
E01002629,225000
E01002630,265000
E01002639,335995
E01002640,250000
E01002674,250000
E01002676,424500
E01002583,247500
E01002584,244000
E01002585,250000
E01002586,255000
E01002589,172500
E01002668,220750
E01002669,237500
E01002681,246250
E01002682,250000
E01002683,312500
E01002642,207000
E01002643,259000
E01002645,245000
E01002658,290000
E01002677,256750
E01002587,210000
E01002588,230000
E01002660,305000
E01002661,300000
E01002665,125000
E01002624,177500
E01002646,249995
E01002662,285000
E01002663,205000
E01002664,235000
E01002641,272500
E01002648,205000
E01002649,230000
E01002657,294950
E01033083,226225
E01033084,225000
E01002653,273000
E01002654,242500
E01002655,265000
E01002656,279375
E01002659,291500
E01002667,413500
E01002670,277500
E01002671,370000
E01002672,195000
E01002673,192000
E01002647,227500
E01002650,200000
E01002651,244000
E01002652,301250
E01002666,250000
E01002555,212500
E01002556,198500
E01002590,227000
E01002592,166000
E01002595,209000
E01002557,220000
E01002558,170000
E01002559,220000
E01002560,229000
E01002561,125000
E01002591,227750
E01002593,212475
E01002594,240000
E01002611,226000
E01002612,221000
E01002613,246000
E01002598,232000
E01002599,203750
E01002600,222250
E01002603,209000
E01033000,174000
E01033030,168000
E01002604,189000
E01002605,163000
E01002606,157500
E01002607,197000
E01002615,220000
E01002596,136000
E01002601,203000
E01002602,226248
E01002614,199500
E01002616,242500
E01002608,238750
E01002609,229000
E01002610,244500
E01002617,195000
E01002687,320000
E01002691,455000
E01002692,380000
E01002693,341500
E01032573,315500
E01003006,500000
E01003007,447500
E01003008,425000
E01003009,319950
E01003010,660000
E01002952,1350000
E01002953,999999
E01002955,522000
E01002956,669250
E01002959,679000
E01002935,281250
E01002938,427000
E01002951,470000
E01002954,219000
E01002957,205000
E01002933,500000
E01002934,560000
E01002937,450000
E01003011,460000
E01033568,282725
E01033569,288500
E01002964,250000
E01002969,125000
E01002971,320000
E01002972,249725
E01002974,402475
E01002932,245000
E01002960,435000
E01002962,259975
E01002970,265000
E01002973,257000
E01002929,600000
E01002930,232500
E01002931,400000
E01002963,237500
E01002985,306250
E01002927,280000
E01002928,236250
E01002958,340000
E01002961,460000
E01002986,343500
E01002965,255000
E01002967,298750
E01002968,368950
E01002990,264000
E01002991,270000
E01002922,275000
E01002926,439950
E01002966,344975
E01002992,337500
E01002921,249975
E01002987,221000
E01002988,353500
E01002989,338000
E01002975,375000
E01002977,317500
E01002980,378250
E01002981,367500
E01002984,286000
E01002923,227500
E01002925,290000
E01002993,249950
E01002995,365000
E01002999,227000
E01002915,330000
E01002916,414500
E01002917,390000
E01002920,383000
E01002924,522500
E01002976,275000
E01002978,415000
E01002979,367500
E01002982,415000
E01002983,367500
E01002994,249975
E01002996,393750
E01002997,350000
E01002998,250000
E01003002,238975
E01002918,243000
E01002919,246000
E01003000,262500
E01003001,278500
E01003003,320000
E01002939,237500
E01002941,250000
E01002942,265000
E01003004,280000
E01003005,250000
E01002944,239975
E01002945,230000
E01002946,236500
E01002947,275000
E01002940,230000
E01002943,250000
E01002948,270000
E01002949,282500
E01002950,231475
E01003472,628750
E01003473,585000
E01003474,1210000
E01003475,250000
E01003478,570750
E01003460,1025001
E01003462,800000
E01003464,1155000
E01003465,1925500
E01003400,400000
E01003454,384975
E01003456,371000
E01003476,745500
E01003477,525000
E01003401,359750
E01003402,565000
E01003403,494450
E01003404,360000
E01003461,847500
E01003367,239500
E01003369,233000
E01003370,239500
E01003371,293500
E01003455,245000
E01003359,322500
E01003360,450000
E01003457,640000
E01003458,380000
E01003459,283000
E01003394,240000
E01003395,250000
E01003396,312500
E01003397,239000
E01003398,297500
E01003368,245000
E01003372,245000
E01003393,209500
E01003406,245000
E01003407,154500
E01003355,363000
E01003356,500000
E01003358,411100
E01003383,404750
E01003384,657500
E01003442,564750
E01003443,591000
E01003444,390000
E01003445,487500
E01003463,937500
E01003380,354000
E01003382,380000
E01003385,479975
E01003399,322500
E01003423,336250
E01003357,207500
E01003376,230000
E01003377,127500
E01003408,212500
E01003410,172500
E01003386,232500
E01003388,217500
E01003389,212500
E01003392,212500
E01003409,243000
E01003387,180975
E01003391,180000
E01003411,220000
E01003412,184000
E01003435,235000
E01003361,340000
E01003424,528000
E01003425,485000
E01003426,365860
E01003428,365000
E01003366,337500
E01003381,373500
E01003446,249950
E01003447,210000
E01003471,380000
E01003413,199000
E01003414,245000
E01003415,230000
E01003416,231250
E01003434,228000
E01003373,175000
E01003378,210000
E01003379,150000
E01003390,125000
E01003405,213475
E01003429,235000
E01003430,170000
E01003431,182000
E01003432,247475
E01003433,167500
E01003466,347500
E01003467,265000
E01003468,328500
E01003469,246875
E01003470,310000
E01003362,332500
E01003363,332500
E01003364,297000
E01003365,343500
E01003421,195000
E01003374,195000
E01003375,184600
E01003437,243500
E01003440,203000
E01003441,171250
E01003427,195000
E01003436,207500
E01003439,230000
E01003448,209000
E01003453,235000
E01003438,212000
E01003449,237750
E01003450,218750
E01003451,272500
E01003452,185000
E01003417,265000
E01003418,280000
E01003419,250000
E01003420,236000
E01003422,275000
E01003744,425000
E01003745,740000
E01003746,335000
E01003747,685000
E01003748,500000
E01003749,311000
E01003750,300000
E01003720,204500
E01003722,200000
E01003723,217500
E01003726,213500
E01003721,217000
E01003724,269000
E01003725,217500
E01003727,200000
E01003654,282500
E01003655,310000
E01003658,260000
E01003660,300000
E01003656,265250
E01003657,250000
E01003659,250000
E01003698,285000
E01003699,206000
E01003700,268000
E01003701,250000
E01003702,175000
E01003703,367500
E01003704,237000
E01003668,250000
E01003669,391000
E01003670,410000
E01003671,449995
E01003672,252500
E01003673,307000
E01003674,249995
E01003707,280000
E01003708,180000
E01003709,265000
E01003710,300000
E01003759,422500
E01003760,182500
E01003761,135500
E01003762,283500
E01003763,285000
E01003764,337875
E01003765,315000
E01003705,250000
E01003706,202498
E01003711,283500
E01003712,350000
E01003646,265000
E01003648,250000
E01003649,398000
E01003651,302275
E01003639,239000
E01003640,243000
E01003641,271000
E01003642,249999
E01003774,259000
E01003775,472500
E01003776,214000
E01003777,276000
E01003778,248000
E01003779,302000
E01003780,603500
E01003647,317125
E01003650,237500
E01003652,278000
E01003653,212500
E01003638,306000
E01003643,285000
E01003644,283000
E01003645,224000
E01003789,469000
E01003794,390000
E01003795,480000
E01003796,390000
E01003661,233000
E01003662,142000
E01003663,233500
E01003664,246000
E01003665,235000
E01003666,136000
E01033590,145000
E01033592,249000
E01003751,273000
E01003753,202500
E01003754,250000
E01003757,191000
E01003769,245000
E01003770,285000
E01003771,235000
E01003773,265500
E01003752,304998
E01003755,268000
E01003756,250000
E01003758,148750
E01003766,244000
E01003767,246000
E01003768,179750
E01003772,249995
E01003781,181250
E01003782,240000
E01003786,305000
E01003787,271000
E01003790,395000
E01003791,440000
E01003792,451000
E01003793,210000
E01003783,145000
E01003784,250000
E01003785,175000
E01003788,181000
E01003683,225000
E01003684,225000
E01003685,215000
E01003686,250000
E01003688,295000
E01003689,58000
E01033589,153500
E01033591,201000
E01003737,310000
E01003738,276000
E01003739,250000
E01003740,269000
E01003741,275000
E01003742,242000
E01003743,230000
E01003728,193250
E01003729,240000
E01003730,249995
E01003732,143000
E01003733,202500
E01003731,243043
E01003734,247500
E01003735,159500
E01003736,217500
E01003713,270000
E01003714,222000
E01003715,250000
E01003716,320000
E01003718,222500
E01003719,250000
E01032581,172498
E01003690,214500
E01003691,331000
E01003692,323500
E01003693,374995
E01003694,325000
E01003695,175000
E01003696,303750
E01003697,360000
E01003675,309000
E01003676,345000
E01003677,325000
E01003678,350000
E01003679,333250
E01003680,320000
E01003681,275000
E01003682,323000
E01003797,1527500
E01003798,469999
E01003799,1310000
E01003800,472500
E01003801,740000
E01003802,715000
E01003803,430000
E01003846,906250
E01003847,378750
E01003849,587500
E01003851,817000
E01003860,620000
E01003864,396500
E01003852,380000
E01003853,990000
E01003854,499950
E01003855,418000
E01003856,407500
E01003857,585000
E01003858,745000
E01003848,390000
E01003861,477475
E01003862,422500
E01003863,555000
E01003865,483750
E01033570,460000
E01033571,620000
E01003804,499999
E01003807,402500
E01003808,540000
E01003809,1100000
E01003859,730000
E01003873,367001
E01003874,491875
E01003875,485000
E01003878,680000
E01003866,613750
E01003868,385000
E01003871,522500
E01003872,321000
E01003821,475000
E01003876,674500
E01003877,566500
E01003879,679000
E01003892,500000
E01003893,413750
E01003894,660000
E01003895,492500
E01003905,323500
E01003906,260000
E01003907,292500
E01003908,325000
E01003909,380000
E01003867,460000
E01003869,352500
E01003870,525000
E01003910,345000
E01003805,975000
E01003806,1260500
E01003816,965000
E01003817,272000
E01003840,265000
E01003841,190000
E01003842,274950
E01003843,300000
E01003844,445000
E01003845,357500
E01003882,520000
E01003883,374950
E01003896,297500
E01003897,385000
E01003898,333750
E01003899,328750
E01003900,327000
E01003901,350000
E01003902,335000
E01003903,357500
E01003904,333750
E01003880,692500
E01003881,372000
E01003884,457000
E01003885,267500
E01003818,350000
E01003819,249950
E01003820,394975
E01003811,419950
E01003812,359475
E01003890,315000
E01003891,361000
E01003810,522500
E01003813,555000
E01003814,287500
E01003815,360000
E01003828,385000
E01003829,228250
E01003830,355000
E01003831,265000
E01003832,247000
E01003833,240000
E01003886,362500
E01003887,420000
E01003888,385000
E01003889,454975
E01003834,345000
E01003835,712475
E01003836,390000
E01003837,390000
E01003838,442500
E01003839,322500
E01003822,640000
E01003823,294000
E01003824,475000
E01003825,407500
E01003826,349950
E01003827,375000
E01004125,203000
E01004183,177500
E01004184,185000
E01004185,167000
E01004189,195500
E01004123,186000
E01004124,197475
E01004126,190000
E01004128,193500
E01004129,185000
E01004130,250000
E01004131,241000
E01004134,268500
E01004135,294538
E01004136,250000
E01004164,230000
E01004166,177000
E01004169,163500
E01004186,160000
E01004188,170000
E01004127,202500
E01004163,217000
E01004165,228000
E01004167,250000
E01004187,205350
E01004117,310000
E01004121,286500
E01004192,250000
E01004193,282500
E01004195,278500
E01004144,268750
E01004145,235000
E01004146,211000
E01004147,285000
E01004116,342000
E01004122,290000
E01004190,261900
E01004191,250000
E01004194,227000
E01004196,259500
E01004115,248950
E01004118,242500
E01004119,284950
E01004132,269975
E01004133,270000
E01004171,275000
E01004172,160000
E01004173,250000
E01004175,227500
E01004176,220000
E01004076,198000
E01004077,233750
E01004078,190000
E01004079,277500
E01004080,307500
E01004081,240000
E01004082,275000
E01004137,199250
E01004140,152500
E01004141,162500
E01004142,173000
E01004149,180000
E01004101,282475
E01004103,180000
E01004138,235000
E01004139,204000
E01004168,250000
E01004143,217000
E01004148,225000
E01004159,212250
E01004160,220000
E01004161,250000
E01004097,286250
E01004098,280000
E01004099,209000
E01004100,325000
E01004102,249950
E01004110,250000
E01004111,300000
E01004112,540000
E01004120,356500
E01004157,405500
E01004087,380000
E01004170,172500
E01004174,230750
E01004178,160000
E01004179,280000
E01004152,185000
E01004155,208500
E01004156,172000
E01004158,243500
E01004162,204975
E01004083,151550
E01004086,250000
E01004088,167750
E01004089,153500
E01004182,237475
E01004104,360000
E01004107,225000
E01004177,162500
E01004180,444975
E01004181,224000
E01004090,166500
E01004096,182500
E01004150,190000
E01004151,219750
E01004153,186250
E01004091,495000
E01004092,227500
E01004105,400000
E01004106,665000
E01004154,390000
E01004084,478500
E01004085,437475
E01004108,245500
E01004109,189000
E01004093,395000
E01004094,261000
E01004095,262000
E01004114,882500
E01032623,657500
E01004349,240000
E01004350,247500
E01004351,250000
E01004356,291000
E01004357,299998
E01004352,325000
E01004353,312500
E01004354,250000
E01004358,190750
E01004359,325000
E01004384,213000
E01004385,228750
E01004386,335000
E01004389,234000
E01004390,224000
E01004355,197500
E01004360,306500
E01004413,267500
E01004415,250000
E01004416,275000
E01004361,286000
E01004414,250000
E01004417,255250
E01004451,285000
E01004452,191750
E01004450,250000
E01004453,174000
E01004454,218000
E01004455,205596
E01004456,250000
E01004379,275250
E01004380,250000
E01004381,250000
E01004383,295000
E01004387,332500
E01004388,218750
E01004343,250000
E01004344,236000
E01004382,250000
E01004418,250000
E01004419,250000
E01004398,185000
E01004399,209000
E01004400,220000
E01004402,172500
E01004403,220000
E01004345,215000
E01004348,234000
E01004377,285000
E01004378,300000
E01004342,237500
E01004346,245000
E01004347,232500
E01004460,220000
E01004462,240000
E01004396,245000
E01004457,190000
E01004458,240000
E01004459,247500
E01004463,188000
E01004407,120000
E01004410,239975
E01004464,272500
E01004469,159000
E01004470,235000
E01004471,175000
E01004391,176500
E01004393,170000
E01004401,217000
E01004404,161500
E01004461,230000
E01004412,282850
E01004465,307500
E01004466,322000
E01004467,126000
E01004468,286750
E01004406,202500
E01004408,242500
E01004409,249999
E01004411,235000
E01004443,260000
E01004447,250000
E01004392,250000
E01004394,196000
E01004397,227500
E01004444,182000
E01004446,222500
E01004395,245000
E01004421,250000
E01004445,244000
E01004448,200000
E01004449,212000
E01004363,250000
E01004364,250000
E01004366,285000
E01004367,260000
E01004368,250000
E01004365,232000
E01004405,261250
E01004420,248500
E01004423,250000
E01033153,130000
E01004362,247500
E01004436,235000
E01004437,244100
E01004439,257500
E01004442,326000
E01004422,240000
E01004424,239000
E01004425,175000
E01004426,221000
E01004427,155000
E01004369,186250
E01004370,246000
E01004372,193750
E01004432,209000
E01004435,204000
E01004333,208500
E01004334,200000
E01004438,290000
E01004440,224500
E01004441,224000
E01004371,283250
E01004373,181000
E01004374,240000
E01004375,219998
E01004376,236000
E01004336,175000
E01004428,227000
E01004429,212500
E01004430,177500
E01004434,163000
E01004335,237500
E01004337,211000
E01004338,253000
E01004339,245000
E01004340,141000
E01004341,198000
E01004327,198000
E01004328,223250
E01004329,230000
E01004330,230000
E01004331,202500
E01004332,210500